Titulo,Custo de Producao,Arrecadacao Bruta,Distribuidora,Genero,Diretor,Nota Rotten Tomatoes,Nota IMDB,Votos IMDB
Restless,15000000.0,0.0,Sony Pictures,,,,6.7,300.0
Remember the Titans,30000000.0,136706683.0,Walt Disney Pictures,Drama,Boaz Yakin,72.0,7.5,49844.0
Righteous Kill,60000000.0,76781410.0,Overture Films,Thriller/Suspense,Jon Avnet,20.0,6.0,34641.0
Road Trip,16000000.0,119739110.0,Dreamworks SKG,Comedy,Todd Phillips,59.0,6.4,44702.0
The Ruins,25000000.0,22177122.0,Paramount Pictures,Horror,,47.0,6.0,23752.0
Rules of Engagement,60000000.0,71719931.0,Paramount Pictures,Thriller/Suspense,William Friedkin,37.0,6.2,18462.0
The Rundown,85000000.0,80831893.0,Universal,Action,Peter Berg,,6.6,30855.0
Running Scared,17000000.0,8345277.0,New Line,Action,,40.0,7.5,39447.0
Running With Scissors,12000000.0,7213629.0,Sony Pictures,Comedy,,30.0,6.0,12926.0
Rush Hour 2,90000000.0,347425832.0,New Line,Action,Brett Ratner,51.0,6.4,52049.0
Rush Hour 3,180000000.0,253025968.0,New Line,Action,Brett Ratner,19.0,6.0,39312.0
Rush Hour,35000000.0,245300000.0,New Line,Action,Brett Ratner,60.0,6.8,55248.0
Rushmore,10000000.0,19080435.0,Walt Disney Pictures,Black Comedy,Wes Anderson,87.0,7.8,53192.0
R.V.,55000000.0,87524497.0,Sony Pictures,Comedy,Barry Sonnenfeld,,,
Ravenous,12000000.0,2062406.0,20th Century Fox,Horror,,39.0,6.9,15804.0
Raise Your Voice,15000000.0,14811980.0,New Line,Drama,,16.0,5.2,8634.0
Hotel Rwanda,17500000.0,33919128.0,MGM,Drama,,90.0,8.3,92106.0
Sahara,145000000.0,121671925.0,Paramount Pictures,Adventure,,39.0,5.9,30739.0
The Saint,90000000.0,169400000.0,Paramount Pictures,Action,Phillip Noyce,30.0,5.9,27413.0
The Salon,1500000.0,139084.0,Freestyle Releasing,Comedy,,12.0,3.5,308.0
I Am Sam,22000000.0,40270895.0,New Line,Drama,,34.0,7.4,36448.0
The Salton Sea,18000000.0,676698.0,Warner Bros.,Thriller/Suspense,D.J. Caruso,63.0,7.1,16415.0
Sex and the City 2,95000000.0,288347692.0,Warner Bros.,Comedy,,15.0,3.9,13796.0
Saved!,5000000.0,10102511.0,MGM,Comedy,,,7.0,22784.0
Saving Silverman,22000000.0,19351569.0,Sony Pictures,Comedy,Dennis Dugan,,5.6,18748.0
Saw,1200000.0,103096345.0,Lionsgate,Horror,,48.0,7.7,112785.0
Saw II,5000000.0,152925093.0,Lionsgate,Horror,Darren Lynn Bousman,36.0,6.8,76530.0
Saw III,10000000.0,163876815.0,Lionsgate,Horror,Darren Lynn Bousman,25.0,6.3,60784.0
Saw IV,10000000.0,134528909.0,Lionsgate,Horror,Darren Lynn Bousman,17.0,6.0,44730.0
Saw V,10800000.0,113146769.0,Lionsgate,Horror,,13.0,5.7,31219.0
Saw VI,11000000.0,61259697.0,Lionsgate,Horror,Kevin Greutert,42.0,6.2,18091.0
Say It Isn't So,25000000.0,5516708.0,20th Century Fox,Comedy,,9.0,4.6,7736.0
Say Uncle,2000000.0,5361.0,TLA Releasing,Comedy,,,5.7,431.0
The Adventures of Sharkboy and Lavagirl in 3-D,50000000.0,69425966.0,Miramax/Dimension,Adventure,Robert Rodriguez,20.0,3.6,5619.0
Seabiscuit,86000000.0,148336445.0,Universal,Drama,Gary Ross,77.0,7.4,31033.0
A Scanner Darkly,20000000.0,7405084.0,Warner Independent,Thriller/Suspense,Richard Linklater,68.0,7.2,41928.0
Scary Movie 2,45000000.0,141189101.0,Miramax/Dimension,Comedy,Keenen Ivory Wayans,14.0,4.7,43941.0
Scary Movie 3,45000000.0,155200000.0,Miramax/Dimension,Comedy,David Zucker,37.0,5.4,42829.0
Scary Movie 4,40000000.0,178710620.0,Weinstein/Dimension,Comedy,David Zucker,37.0,5.0,39542.0
Scooby-Doo 2: Monsters Unleashed,25000000.0,181185387.0,Warner Bros.,Comedy,Raja Gosnell,,4.8,10749.0
Scooby-Doo,84000000.0,276294164.0,Warner Bros.,Comedy,Raja Gosnell,28.0,4.7,26018.0
About Schmidt,30000000.0,105823486.0,New Line,Drama,Alexander Payne,85.0,7.3,53760.0
The School of Rock,20000000.0,131161177.0,Paramount Pictures,Comedy,Richard Linklater,,7.2,63188.0
School for Scoundrels,20000000.0,17807569.0,MGM,Comedy,Todd Phillips,26.0,6.0,15536.0
Scoop,4000000.0,39125717.0,Focus/Rogue Pictures,Romantic Comedy,Woody Allen,39.0,6.8,30336.0
The Score,68000000.0,113542091.0,Paramount Pictures,Thriller/Suspense,Frank Oz,74.0,6.8,42616.0
Scream,15000000.0,173046663.0,Miramax,Horror,Wes Craven,81.0,2.9,217.0
Scream 2,24000000.0,101363301.0,Miramax,Horror,Wes Craven,80.0,5.9,48196.0
Scream 3,40000000.0,161838076.0,Miramax,Horror,Wes Craven,38.0,5.3,38230.0
The Scorpion King,60000000.0,164529000.0,Universal,Action,Chuck Russell,40.0,5.3,30359.0
George A. Romero's Survival of the Dead,4200000.0,101740.0,Magnolia Pictures,Horror,,,,
Stardust,70000000.0,135556675.0,Paramount Pictures,Adventure,Matthew Vaughn,76.0,7.9,87883.0
Mar adentro,13300000.0,39686345.0,Fine Line,Drama,,,7.2,466.0
Selena,20000000.0,35450113.0,Warner Bros.,Drama,,63.0,6.3,7996.0
The Sentinel,60000000.0,77280697.0,20th Century Fox,Thriller/Suspense,,33.0,6.1,23567.0
September Dawn,10100000.0,901857.0,Black Diamond Pictures,Western,,13.0,5.5,1823.0
You Got Served,8000000.0,48066497.0,Sony Pictures,Drama,,16.0,2.6,17830.0
Serving Sara,29000000.0,20146150.0,Paramount Pictures,Romantic Comedy,,5.0,5.0,7973.0
Session 9,1500000.0,1619602.0,,,Brad Anderson,60.0,6.8,14685.0
Seven Years in Tibet,70000000.0,131445884.0,Sony Pictures,Drama,Jean-Jacques Annaud,59.0,6.7,29020.0
Sex and the City,57500000.0,416047258.0,Warner Bros.,Comedy,,49.0,5.4,46837.0
Swordfish,80000000.0,147080413.0,Warner Bros.,Action,Dominic Sena,25.0,6.3,57952.0
Something's Gotta Give,80000000.0,266685242.0,Sony Pictures,Romantic Comedy,Nancy Meyers,70.0,6.8,36303.0
Sugar Town,250000.0,178095.0,October Films,Comedy,,67.0,5.6,566.0
Shade,6800000.0,22183.0,,,,,6.3,950.0
Shadow of the Vampire,8000000.0,8279017.0,Lionsgate,Drama,E. Elias Merhige,81.0,6.8,18221.0
Shaft,53012938.0,107190108.0,Paramount Pictures,Action,John Singleton,68.0,5.9,32881.0
The Shaggy Dog,60000000.0,87123569.0,Walt Disney Pictures,Comedy,Brian Robbins,27.0,4.1,6116.0
Scary Movie,19000000.0,277200000.0,Miramax/Dimension,Comedy,Keenen Ivory Wayans,53.0,6.0,68541.0
Shaun of the Dead,5000000.0,29629128.0,Focus/Rogue Pictures,Comedy,Edgar Wright,91.0,8.0,134693.0
Shortbus,2000000.0,1985292.0,ThinkFilm,Comedy,,66.0,6.7,14276.0
She's All That,10000000.0,63465522.0,Miramax,Romantic Comedy,,38.0,5.4,28498.0
She's the Man,25000000.0,56889159.0,Paramount Pictures,Romantic Comedy,Andy Fickman,44.0,6.4,26513.0
Sherrybaby,2000000.0,622806.0,IFC Films,Drama,,74.0,6.7,6372.0
Shallow Hal,40000000.0,70836296.0,20th Century Fox,Romantic Comedy,Bobby Farrelly,50.0,6.0,35878.0
Silent Hill,50000000.0,99982632.0,Sony Pictures,Horror,Christophe Gans,29.0,6.5,65485.0
Shutter Island,80000000.0,294512934.0,Paramount Pictures,Thriller/Suspense,Martin Scorsese,67.0,8.0,105706.0
Shakespeare in Love,26000000.0,279500000.0,Miramax,Romantic Comedy,John Madden,93.0,7.4,77911.0
In the Shadow of the Moon,2000000.0,1134358.0,ThinkFilm,Documentary,,94.0,8.0,2974.0
Sherlock Holmes,80000000.0,518249844.0,Warner Bros.,Adventure,Guy Ritchie,69.0,7.5,91555.0
She's Out of My League,20000000.0,49219151.0,Paramount Pictures,Romantic Comedy,,57.0,6.7,17449.0
Shooter,60000000.0,95203582.0,Paramount Pictures,Thriller/Suspense,Antoine Fuqua,48.0,7.2,149.0
Shrek,50000000.0,484399218.0,Dreamworks SKG,Adventure,Andrew Adamson,89.0,8.0,163855.0
Shrek 2,70000000.0,919838758.0,Dreamworks SKG,Adventure,Andrew Adamson,89.0,7.5,95658.0
Shrek the Third,160000000.0,798958162.0,Paramount Pictures,Adventure,,41.0,6.1,59778.0
Shrek Forever After,165000000.0,729395990.0,Paramount Pictures,Adventure,,,6.7,12193.0
Shark Tale,75000000.0,367275019.0,Dreamworks SKG,Adventure,Rob Letterman,35.0,5.9,40019.0
Shattered Glass,6000000.0,2932719.0,Lionsgate,Drama,,91.0,7.4,14575.0
Stealing Harvard,25000000.0,13973532.0,Sony Pictures,Comedy,,8.0,4.7,6899.0
Showtime,85000000.0,78948765.0,Warner Bros.,Comedy,Tom Dey,24.0,5.3,22128.0
Sicko,9000000.0,33538513.0,Lionsgate,Documentary,Michael Moore,93.0,8.2,40886.0
The Siege,70000000.0,116625798.0,20th Century Fox,Action,Edward Zwick,44.0,,
Signs,70702619.0,408265690.0,Walt Disney Pictures,Thriller/Suspense,M. Night Shyamalan,74.0,6.9,111561.0
Simon Birch,20000000.0,18253415.0,Walt Disney Pictures,Drama,Mark Steven Johnson,44.0,6.7,11371.0
A Simple Wish,28000000.0,8165213.0,Universal,Comedy,Michael Ritchie,27.0,4.9,1545.0
The Simpsons Movie,72500000.0,527071022.0,20th Century Fox,Comedy,David Silverman,89.0,7.6,117656.0
Sinbad: Legend of the Seven Seas,60000000.0,80767884.0,Dreamworks SKG,Adventure,Tim Johnson,,6.6,7895.0
Sin City,40000000.0,158753820.0,Miramax/Dimension,Action,Robert Rodriguez,77.0,8.3,255814.0
The Singing Detective,8000000.0,524747.0,Paramount Pictures,Comedy,,38.0,5.6,4441.0
The Sixth Sense,40000000.0,672806292.0,Walt Disney Pictures,Thriller/Suspense,M. Night Shyamalan,85.0,8.2,238745.0
Super Size Me,65000.0,29529368.0,IDP Distribution,Documentary,Morgan Spurlock,,7.6,33805.0
The Skeleton Key,40000000.0,92907715.0,Universal,Horror,Iain Softley,38.0,6.5,29810.0
The Skulls,15000000.0,35007180.0,Universal,Thriller/Suspense,Rob Cohen,8.0,5.3,14903.0
Sky High,60000000.0,81627454.0,Walt Disney Pictures,Adventure,,73.0,6.6,20923.0
Slackers,11000000.0,4814244.0,Sony Pictures,Comedy,,11.0,4.9,7934.0
Ready to Rumble,24000000.0,12372410.0,Warner Bros.,Comedy,Brian Robbins,25.0,,
Soldier,75000000.0,14623082.0,Warner Bros.,Action,Paul Anderson,,,
Sleepy Hollow,70000000.0,207068340.0,Paramount Pictures,Horror,Tim Burton,68.0,7.5,107511.0
Lucky Number Slevin,27000000.0,55495466.0,MGM,Thriller/Suspense,Paul McGuigan,51.0,7.8,91145.0
The Secret Life of Bees,11000000.0,39612166.0,Fox Searchlight,Drama,,57.0,7.0,7077.0
Hannibal,87000000.0,350100280.0,MGM,Horror,Ridley Scott,39.0,6.4,74862.0
Southland Tales,17000000.0,364607.0,Samuel Goldwyn Films,Musical,Richard Kelly,,5.6,20172.0
Slow Burn,15500000.0,1237615.0,Lionsgate,Thriller/Suspense,,12.0,5.9,2318.0
Sleepover,10000000.0,9408183.0,MGM,Comedy,,15.0,4.6,4774.0
The Bridge of San Luis Rey,24000000.0,1696765.0,Fine Line,Drama,,4.0,5.0,1913.0
Slither,15250000.0,12834936.0,Universal,Horror,,85.0,6.6,26101.0
Slumdog Millionaire,14000000.0,365257315.0,Fox Searchlight,Drama,Danny Boyle,94.0,8.3,176325.0
Slums of Beverly Hills,5000000.0,5502773.0,Fox Searchlight,Comedy,Tamara Jenkins,79.0,6.4,5821.0
Small Soldiers,40000000.0,71743823.0,Dreamworks SKG,Comedy,Joe Dante,46.0,5.9,20571.0
Mr. And Mrs. Smith,110000000.0,478336279.0,20th Century Fox,Action,Doug Liman,,4.7,189.0
Smokin' Aces,17000000.0,56047261.0,Universal,Comedy,Joe Carnahan,28.0,6.6,57313.0
Someone Like You,23000000.0,38684906.0,20th Century Fox,Romantic Comedy,Tony Goldwyn,41.0,5.8,10073.0
Death to Smoochy,50000000.0,8374062.0,Warner Bros.,Black Comedy,Danny De Vito,42.0,6.2,22379.0
Simply Irresistible,6000000.0,4398989.0,20th Century Fox,Romantic Comedy,,14.0,4.8,6927.0
Summer Catch,17000000.0,19693891.0,Warner Bros.,Comedy,,7.0,4.6,6848.0
There's Something About Mary,22000000.0,360099999.0,20th Century Fox,Romantic Comedy,Bobby Farrelly,83.0,7.2,96443.0
Snake Eyes,73000000.0,103891409.0,Paramount Pictures,Thriller/Suspense,Brian De Palma,41.0,5.8,29321.0
Snakes on a Plane,33000000.0,62020814.0,New Line,Thriller/Suspense,David R. Ellis,68.0,6.0,65841.0
Lemony Snicket's A Series of Unfortunate Events,100000000.0,201627117.0,Paramount Pictures,Comedy,Brad Silberling,71.0,6.9,51614.0
House of Sand and Fog,16500000.0,16157923.0,Dreamworks SKG,Drama,,75.0,7.8,29777.0
A Sound of Thunder,80000000.0,6300451.0,Warner Bros.,Action,Peter Hyams,6.0,4.1,9915.0
See No Evil,8000000.0,15387513.0,Lionsgate,Horror,,9.0,5.0,10035.0
The Shipping News,35000000.0,24405825.0,Miramax,Drama,Lasse Hallstrom,55.0,6.7,17338.0
Shanghai Knights,50000000.0,60470220.0,Walt Disney Pictures,Adventure,David Dobkin,66.0,6.2,24893.0
Shanghai Noon,55000000.0,71189835.0,Walt Disney Pictures,Western,Tom Dey,78.0,6.6,32446.0
Snow Dogs,32000000.0,115010692.0,Walt Disney Pictures,Comedy,Brian Levant,23.0,4.9,7561.0
Snow Falling on Cedars,36000000.0,14378353.0,Universal,Drama,,40.0,6.7,8444.0
Sunshine,40000000.0,32030610.0,Fox Searchlight,Thriller/Suspense,Danny Boyle,74.0,7.3,74535.0
Snatch,10000000.0,83593107.0,Sony Pictures,Black Comedy,Guy Ritchie,,8.2,173919.0
Snow Day,13000000.0,62452927.0,Paramount Pictures,Comedy,,26.0,4.4,4611.0
Sorority Boys,12000000.0,12516222.0,Walt Disney Pictures,Comedy,,13.0,5.1,7392.0
Solaris,47000000.0,14970038.0,20th Century Fox,Drama,Steven Soderbergh,65.0,6.2,33151.0
Solitary Man,12500000.0,4354546.0,Anchor Bay Entertainment,Drama,,,6.7,1936.0
The Soloist,60000000.0,38286958.0,Paramount Pictures,Drama,Joe Wright,,6.7,14257.0
Songcatcher,1800000.0,3050934.0,Lionsgate,Drama,,,6.9,1997.0
Sonny,4000000.0,17639.0,,,,23.0,5.7,1941.0
Standard Operating Procedure,5000000.0,228830.0,Sony Pictures Classics,Documentary,,80.0,7.5,1640.0
The Sorcerer's Apprentice,160000000.0,200092818.0,Walt Disney Pictures,Adventure,,42.0,6.4,9108.0
Soul Food,7500000.0,43492389.0,20th Century Fox,Comedy,,80.0,6.4,2636.0
Soul Plane,16000000.0,14553807.0,MGM,Comedy,,19.0,3.7,9143.0
"South Park: Bigger, Longer & Uncut",21000000.0,52037603.0,Paramount Pictures,Comedy,Trey Parker,80.0,,
Space Jam,80000000.0,250200000.0,Warner Bros.,Comedy,Joe Pytka,36.0,5.6,29293.0
Spanglish,75000000.0,54344321.0,Sony Pictures,Comedy,James L. Brooks,52.0,6.7,30660.0
Spawn,40000000.0,87949859.0,New Line,Action,,20.0,4.8,21366.0
Superbad,17500000.0,169863226.0,Sony Pictures,Comedy,Greg Mottola,87.0,7.8,134212.0
SpongeBob SquarePants,30000000.0,140416609.0,Paramount Pictures,Adventure,,,,
Space Chimps,37000000.0,59517784.0,20th Century Fox,Adventure,,36.0,4.5,4324.0
Space Cowboys,65000000.0,128874043.0,Warner Bros.,Adventure,Clint Eastwood,79.0,6.3,29983.0
Spider,10000000.0,1641788.0,Sony Pictures Classics,Drama,David Cronenberg,,7.8,560.0
Speed Racer,120000000.0,93394462.0,Warner Bros.,Action,Andy Wachowski,38.0,6.3,32672.0
The Spiderwick Chronicles,92500000.0,162839667.0,Paramount Pictures,Adventure,Mark Waters,79.0,6.8,18715.0
Speedway Junky,1000000.0,17127.0,,,,,3.7,1205.0
Speed II: Cruise Control,110000000.0,150468000.0,20th Century Fox,Action,Jan De Bont,,3.4,30896.0
Sphere,73000000.0,50168294.0,Warner Bros.,Horror,Barry Levinson,12.0,5.6,31461.0
Spiceworld,25000000.0,56042592.0,Sony Pictures,Comedy,,,2.9,18010.0
Spider-Man 2,200000000.0,783705001.0,Sony Pictures,Adventure,Sam Raimi,93.0,7.7,141940.0
Spider-Man 3,258000000.0,890871626.0,Sony Pictures,Adventure,Sam Raimi,63.0,6.4,141513.0
Spider-Man,139000000.0,821708551.0,Sony Pictures,Adventure,Sam Raimi,89.0,7.4,167524.0
Scott Pilgrim vs. The World,85000000.0,43149143.0,Universal,Comedy,Edgar Wright,81.0,8.1,17461.0
See Spot Run,16000000.0,43057552.0,Warner Bros.,Comedy,,24.0,4.9,3673.0
Superman Returns,232000000.0,391120000.0,Warner Bros.,Adventure,Bryan Singer,76.0,6.6,102751.0
Supernova,60000000.0,14218868.0,MGM,Action,Francis Ford Coppola,10.0,6.8,127.0
Spirited Away,19000000.0,274949886.0,Walt Disney Pictures,Adventure,Hayao Miyazaki,,,
Spun,4500000.0,1022649.0,,,,,6.6,16011.0
Spy Game,90000000.0,143049560.0,Universal,Action,Tony Scott,65.0,6.9,44850.0
Spy Kids 2: The Island of Lost Dreams,38000000.0,119721296.0,Miramax/Dimension,Adventure,Robert Rodriguez,75.0,,
Spy Kids 3-D: Game Over,40000000.0,167851995.0,Miramax/Dimension,Adventure,Robert Rodriguez,,4.1,12352.0
Spy Kids,35000000.0,197692062.0,Miramax/Dimension,Adventure,Robert Rodriguez,93.0,5.7,23479.0
The Square,1900000.0,406216.0,Apparition,Thriller/Suspense,,,6.8,1303.0
The Squid and the Whale,1500000.0,11098131.0,IDP/Goldwyn/Roadside,Drama,Noah Baumbach,93.0,7.6,23521.0
Serendipity,28000000.0,75294136.0,Miramax,Romantic Comedy,Peter Chelsom,58.0,6.6,32014.0
Saint Ralph,5200000.0,795126.0,Samuel Goldwyn Films,Comedy,,,7.5,3492.0
Shaolin Soccer,10000000.0,42776032.0,Miramax,Comedy,Stephen Chow,91.0,,
Superstar,14000000.0,30628981.0,Paramount Pictures,Comedy,,33.0,6.0,103.0
Soul Survivors,14000000.0,4288246.0,Artisan,Horror,,4.0,3.6,5116.0
Spirit: Stallion of the Cimarron,80000000.0,106515310.0,Dreamworks SKG,Adventure,Kelly Asbury,,6.6,8622.0
Star Wars Ep. II: Attack of the Clones,115000000.0,656695615.0,20th Century Fox,Adventure,George Lucas,,,
Star Wars Ep. III: Revenge of the Sith,115000000.0,848998877.0,20th Century Fox,Adventure,George Lucas,,,
Starship Troopers,100000000.0,121100000.0,Sony Pictures,Action,Paul Verhoeven,60.0,7.1,83516.0
The Station Agent,500000.0,7773824.0,Miramax,Drama,,95.0,7.8,22274.0
Stay Alive,20000000.0,23187506.0,Walt Disney Pictures,Horror,,9.0,4.5,13658.0
Small Time Crooks,18000000.0,29934477.0,Dreamworks SKG,Comedy,Woody Allen,66.0,6.5,15636.0
Steel,16000000.0,1686429.0,Warner Bros.,Action,,12.0,2.7,4409.0
How Stella Got Her Groove Back,20000000.0,37672944.0,20th Century Fox,Drama,,49.0,5.1,3080.0
The Stepford Wives,100000000.0,96221971.0,Paramount Pictures,Comedy,Frank Oz,26.0,5.1,26712.0
Stepmom,50000000.0,119709917.0,Sony/TriStar,Drama,Chris Columbus,43.0,6.2,18505.0
Stomp the Yard,14000000.0,76356221.0,Sony/Screen Gems,Drama,,26.0,4.3,13737.0
Stranger Than Fiction,30000000.0,45235190.0,Sony Pictures,Comedy,Marc Forster,72.0,7.8,74218.0
The Legend of Suriyothai,9000000.0,454255.0,,,,,,
Stick It,20000000.0,30399714.0,Walt Disney Pictures,Comedy,,31.0,5.9,9556.0
Stigmata,32000000.0,89441732.0,MGM,Horror,Rupert Wainwright,22.0,6.0,29411.0
A Stir of Echoes,12000000.0,21133087.0,Artisan,Thriller/Suspense,David Koepp,,7.1,26752.0
Street Kings,20000000.0,65589243.0,Fox Searchlight,Thriller/Suspense,,36.0,7.0,40291.0
Stuart Little,105000000.0,298800000.0,Sony Pictures,Comedy,Rob Minkoff,65.0,5.8,23226.0
Stuart Little 2,120000000.0,166000000.0,Sony Pictures,Comedy,Rob Minkoff,83.0,5.6,7534.0
Stealth,138000000.0,76416746.0,Sony Pictures,Action,Rob Cohen,13.0,4.8,21664.0
Steamboy,20000000.0,10468867.0,Sony Pictures,Action,,,,
The Statement,27000000.0,1545064.0,Sony Pictures,Thriller/Suspense,Norman Jewison,23.0,6.0,2735.0
Stolen Summer,1500000.0,119841.0,Miramax,,,35.0,6.4,1733.0
Stop-Loss,25000000.0,11179472.0,Paramount Pictures,Drama,Kimberly Peirce,,6.5,9268.0
The Perfect Storm,120000000.0,328711434.0,Warner Bros.,Drama,Wolfgang Petersen,47.0,6.2,55716.0
The Story of Us,50000000.0,27100030.0,Universal,Romantic Comedy,Rob Reiner,28.0,5.6,10720.0
The Stepfather,20000000.0,29227561.0,Sony/Screen Gems,Thriller/Suspense,,11.0,5.3,6263.0
State of Play,60000000.0,91445389.0,Universal,Thriller/Suspense,Kevin MacDonald,84.0,7.3,34067.0
The Sisterhood of the Traveling Pants 2,27000000.0,44154645.0,Warner Bros.,Adventure,,64.0,6.2,6557.0
Sisterhood of the Traveling Pants,25000000.0,41560117.0,Warner Bros.,Drama,Ken Kwapis,,,
Step Up,12000000.0,115328121.0,Walt Disney Pictures,Drama,Anne Fletcher,19.0,6.1,21691.0
The Straight Story,10000000.0,6197866.0,Walt Disney Pictures,Drama,David Lynch,95.0,8.0,36265.0
Star Trek: First Contact,46000000.0,150000000.0,Paramount Pictures,Adventure,Jonathan Frakes,,7.6,45106.0
Star Trek: Insurrection,70000000.0,117800000.0,Paramount Pictures,Adventure,Jonathan Frakes,,6.4,26559.0
Star Trek: Nemesis,60000000.0,67312826.0,Paramount Pictures,Adventure,,,6.4,28449.0
Alex Rider: Operation Stormbreaker,40000000.0,9351567.0,Weinstein Co.,Action,,,,
The Strangers,9000000.0,80597610.0,Focus Features,Thriller/Suspense,,44.0,6.0,35078.0
Super Troopers,3000000.0,23046142.0,Fox Searchlight,Comedy,Jay Chandrasekhar,,6.8,29514.0
Strangers with Candy,2000000.0,2077844.0,ThinkFilm,Comedy,,,5.9,4941.0
Star Wars Ep. I: The Phantom Menace,115000000.0,924288297.0,20th Century Fox,Adventure,George Lucas,,,
Stuck On You,55000000.0,63537164.0,20th Century Fox,Comedy,Bobby Farrelly,60.0,5.9,23196.0
Step Up 2 the Streets,17500000.0,150017783.0,Walt Disney Pictures,Drama,,25.0,5.6,20345.0
The Sum of All Fears,68000000.0,193500000.0,Paramount Pictures,Action,Phil Alden Robinson,59.0,6.3,38586.0
Sunshine State,5600000.0,3064356.0,Sony Pictures Classics,Drama,John Sayles,80.0,6.8,2769.0
Supercross,30000000.0,3252550.0,20th Century Fox,Action,,6.0,2.9,2514.0
Surf's Up,100000000.0,145395745.0,Sony Pictures,Adventure,,77.0,7.0,20974.0
Surrogates,80000000.0,119668350.0,Walt Disney Pictures,Action,Jonathan Mostow,39.0,6.3,36940.0
Summer of Sam,22000000.0,19288130.0,Walt Disney Pictures,Drama,Spike Lee,50.0,6.5,18431.0
Savage Grace,4600000.0,968805.0,IFC Films,Drama,,,5.7,3838.0
Saving Private Ryan,65000000.0,481635085.0,Dreamworks SKG,Drama,Steven Spielberg,91.0,8.5,270540.0
S.W.A.T.,70000000.0,198100000.0,Sony Pictures,Action,,48.0,5.9,43260.0
Sideways,17000000.0,109705641.0,Fox Searchlight,Drama,Alexander Payne,97.0,7.8,69778.0
Shall We Dance?,40000000.0,118097882.0,Miramax,Romantic Comedy,Peter Chelsom,,7.6,2192.0
Secret Window,40000000.0,92958031.0,Sony Pictures,Thriller/Suspense,David Koepp,46.0,6.5,53868.0
Swept Away,10000000.0,598645.0,Sony Pictures,Romantic Comedy,Guy Ritchie,5.0,3.4,7665.0
Swimming Pool,7800000.0,22441323.0,Focus Features,Thriller/Suspense,,84.0,6.8,19992.0
The Sidewalks of New York,1000000.0,3100834.0,Paramount Vantage,Comedy,Edward Burns,,,
Swimfan,10000000.0,28563926.0,20th Century Fox,Drama,,15.0,4.6,9577.0
Sweet November,40000000.0,65754228.0,Warner Bros.,Drama,,16.0,6.0,20891.0
Sydney White,16500000.0,12778631.0,Universal,Comedy,,37.0,6.2,9309.0
Switchback,38000000.0,6504442.0,Paramount Pictures,Action,,32.0,6.1,5141.0
Star Wars: The Clone Wars,8500000.0,68161554.0,Warner Bros.,Adventure,,19.0,5.4,17513.0
The Sweetest Thing,43000000.0,44633441.0,Sony Pictures,Romantic Comedy,Roger Kumble,25.0,4.7,23378.0
"Six Days, Seven Nights",80000000.0,164800000.0,Walt Disney Pictures,Romantic Comedy,Ivan Reitman,37.0,4.7,48.0
Sex Drive,19000000.0,10412485.0,Summit Entertainment,Comedy,,46.0,6.8,26920.0
Sexy Beast,4300000.0,6946056.0,Fox Searchlight,Drama,,,7.1,20916.0
Chinjeolhan geumjassi,4500000.0,23471871.0,Tartan Films,Thriller/Suspense,Chan-wook Park,,7.7,19341.0
"Synecdoche, New York",20000000.0,3081925.0,Sony Pictures Classics,Drama,,67.0,,
Syriana,50000000.0,95024620.0,Warner Bros.,Thriller/Suspense,,72.0,7.1,53265.0
Suspect Zero,27000000.0,8712564.0,Paramount Pictures,Thriller/Suspense,E. Elias Merhige,18.0,5.8,9804.0
Tadpole,150000.0,3200241.0,Miramax,Comedy,Gary Winick,78.0,6.1,3800.0
Tailor of Panama,18000000.0,27491653.0,Sony Pictures,Thriller/Suspense,John Boorman,,,
Taken,25000000.0,225461461.0,20th Century Fox,Thriller/Suspense,Pierre Morel,,4.8,1125.0
Take the Lead,30000000.0,65742066.0,New Line,Drama,,44.0,6.5,10015.0
Talladega Nights: The Ballad of Ricky Bobby,73000000.0,163013377.0,Sony Pictures,Comedy,Adam McKay,72.0,6.4,50407.0
The Talented Mr. Ripley,40000000.0,81292135.0,Paramount Pictures,Drama,Anthony Minghella,82.0,7.2,63319.0
Tarnation,218.0,1162014.0,WellSpring,Documentary,,,7.1,3847.0
Taxman,3500000.0,9871.0,,Comedy,,,6.8,520.0
Thunderbirds,55000000.0,28231444.0,Universal,Adventure,Jonathan Frakes,19.0,4.0,5397.0
The Best Man,9000000.0,34572780.0,Universal,Romantic Comedy,Malcolm D. Lee,71.0,6.1,2019.0
Book of Shadows: Blair Witch 2,15000000.0,47721314.0,Artisan,Horror,,,4.0,16122.0
The Cave,30000000.0,27147991.0,Sony/Screen Gems,Horror,,12.0,4.8,13025.0
This Christmas,13000000.0,49778552.0,Sony/Screen Gems,Drama,,55.0,5.4,3351.0
The Core,85000000.0,74132631.0,Paramount Pictures,Action,Jon Amiel,42.0,5.3,27375.0
The Thomas Crown Affair,48000000.0,124304264.0,MGM,Drama,John McTiernan,67.0,6.7,37692.0
The Damned United,6400000.0,4054204.0,Sony Pictures Classics,Drama,Tom Hooper,94.0,7.5,7560.0
The Tale of Despereaux,60000000.0,88717945.0,Universal,Adventure,Sam Fell,55.0,6.1,7460.0
Team America: World Police,20000000.0,50274834.0,Paramount Pictures,Comedy,Trey Parker,,7.3,58763.0
Tea with Mussolini,14000000.0,14395874.0,MGM,Drama,Franco Zeffirelli,67.0,6.7,5435.0
